Id,Final_Scores
362259,"{'two': 2.0704, 'love': 1.0542}"
83382,"{'good': 2.1146, 'use': 1.1094}"
28423,"{'order': 4.1276, 'product': 3.1086, 'never': 2.0695, 'feridies': 2.0675}"
254972,"{'soda': 11.2779, 'soap': 9.2256, 'lavender': 7.1755}"
283423,{'receive': 2.1035}
5626,"{'habanero': 4.1667, 'taste': 3.159, 'powder': 2.0923, 'heat': 2.0845}"
339596,"{'product': 2.0722, 'make': 2.0677, 'purchase': 2.0676}"
215663,"{'tree': 2.0679, 'good': 1.0519, 'purchase': 1.0505, 'would': 1.05}"
377593,{'little': 2.0863}
542703,{'granola': 3.1421}
372010,"{'buy': 3.1114, 'gunpowder': 2.0755, 'taste': 1.056}"
278764,"{'ice': 5.1496, 'cream': 5.1484}"
355336,"{'product': 3.1904, 'disappointed': 2.0807}"
553773,"{'like': 2.0606, 'food': 2.059, 'flavor': 2.0582, 'gum': 2.0578}"
566808,{'sauce': 11.2812}
384359,"{'pasta': 2.1163, 'wheat': 2.0763}"
397940,"{'chicken': 6.1996, 'curry': 3.1019}"
391375,"{'good': 2.1191, 'product': 2.0854, 'taste': 1.0685, 'get': 1.0673, 'would': 1.0644}"
25337,"{'cat': 3.1205, 'would': 2.0825, 'give': 2.0811, 'time': 2.0644}"
117918,"{'say': 2.0954, 'agree': 2.0693, 'product': 1.0567}"
44648,"{'taste': 2.0811, 'good': 2.0752, 'flavor': 2.0733}"
340391,{'fill': 2.1098}
277831,"{'sprout': 5.185, 'seed': 3.1113, 'day': 2.0778, 'sprouter': 2.0751, 'buy': 2.0618}"
209646,"{'delicious': 3.1122, 'product': 1.0695}"
216351,"{'shop': 2.0972, 'good': 1.092}"
33368,"{'cooky': 2.0924, 'good': 2.0815}"
290776,"{'water': 3.1383, 'really': 3.1276, 'like': 2.1178}"
313015,"{'really': 2.0929, 'coffee': 2.078, 'buy': 2.0676, 'like': 1.0546, 'find': 1.0487}"
12111,"{'give': 3.1016, 'glucosamine': 3.0991, 'problem': 2.0683, 'chicken': 2.0661}"
144765,"{'treat': 2.1146, 'great': 2.0948}"
77807,"{'juice': 6.169, 'drink': 4.1131}"
470244,"{'biscuit': 7.1939, 'make': 5.143}"
176366,"{'bake': 2.117, 'easy': 2.0779, 'great': 1.0666}"
502748,"{'box': 8.2095, 'fiber': 7.183, 'bit': 6.1587, 'pasta': 6.1576, 'spaghetti': 6.1568, 'try': 4.1092, 'good': 4.1091, 'get': 4.1075}"
390590,"{'one': 2.1049, 'totally': 2.0865, 'puppy': 1.0747, 'chew': 1.0737}"
359270,"{'coffee': 8.2105, 'one': 4.1071, 'instant': 4.1038, 'time': 3.0815, 'eacute': 3.0776, 'taste': 2.061, 'really': 2.0557, 'use': 2.0553}"
319768,"{'find': 3.0946, 'make': 2.0634, 'day': 2.0628, 'review': 2.0618}"
124574,"{'tea': 8.2356, 'like': 2.0681, 'flavor': 2.0617}"
206599,"{'service': 2.0887, 'like': 1.0844, 'right': 1.0779}"
80008,{'seed': 4.1489}
342840,"{'bean': 4.1635, 'use': 2.0826}"
48120,"{'zico': 2.0688, 'taste': 1.0597, 'product': 1.056}"
229631,"{'salty': 3.1298, 'like': 2.0974, 'jerky': 2.073}"
119166,"{'use': 4.1372, 'make': 2.0783, 'mayo': 2.0762}"
145904,"{'season': 3.1107, 'use': 2.0778}"
298308,{'buy': 2.0941}
371345,"{'hook': 2.0925, 'try': 1.0867}"
395054,"{'try': 2.0864, 'candy': 2.0803, 'hint': 2.0647}"
123456,"{'everlasting': 3.1177, 'treat': 2.0976, 'product': 1.0599}"
323756,"{'old': 2.1035, 'love': 2.0732, 'much': 1.0552}"
454091,"{'get': 3.1218, 'product': 2.1376}"
297266,"{'mild': 3.1162, 'coffee': 1.0561, 'love': 1.0558, 'flavor': 1.0554, 'deliver': 1.0546}"
88518,"{'natural': 2.122, 'market': 1.1213, 'cranberry': 1.121}"
22593,"{'boy': 2.1032, 'replacement': 1.0965}"
460055,"{'run': 2.1023, 'want': 2.0851}"
200669,"{'eat': 2.0903, 'one': 2.0889, 'bag': 2.0876, 'delicious': 2.0663}"
177058,"{'cranberry': 4.112, 'fruit': 4.1116}"
127598,"{'candy': 3.1086, 'coffee': 2.0882, 'vietnamese': 2.086, 'like': 1.0541}"
547249,"{'rib': 3.1195, 'like': 2.0888}"
127254,"{'like': 2.1083, 'taste': 2.1032, 'good': 2.0757, 'delicious': 2.069}"
227577,{'pill': 5.173}
251884,"{'one': 2.146, 'flour': 2.1272, 'best': 2.0969, 'try': 1.0904, 'free': 1.0883}"
199374,"{'cat': 5.1445, 'eat': 5.1428, 'one': 2.0619}"
28376,"{'dog': 2.0802, 'absolutely': 2.0617}"
201852,"{'like': 2.0964, 'conserve': 2.0751}"
215530,"{'buy': 2.0869, 'store': 2.0862, 'high': 2.066, 'taste': 1.055}"
366121,"{'second': 2.0827, 'product': 1.0748}"
553589,"{'barely': 2.0801, 'one': 1.0681}"
73973,{'creamy': 2.1311}
197623,{'give': 2.0763}
71802,"{'less': 2.1073, 'normal': 2.1069}"
371542,"{'treat': 12.3354, 'one': 5.1409}"
225448,{'breadstick': 3.1017}
23034,"{'nice': 2.0891, 'product': 1.0837, 'find': 1.078, 'coffee': 1.0776}"
391344,"{'peanut': 3.1115, 'snack': 3.1058, 'love': 3.1027}"
43165,"{'like': 2.0949, 'taste': 2.0746, 'get': 1.0477}"
151906,"{'enjoy': 2.0727, 'taste': 1.0633}"
40814,{'one': 2.1015}
518764,{'love': 5.163}
67013,"{'taste': 3.1133, 'like': 2.0822}"
392695,"{'heart': 2.1343, 'american': 2.1341}"
225411,{'dozen': 5.1649}
418857,{'taste': 2.0993}
548553,"{'try': 3.0907, 'taste': 2.073}"
221182,"{'tough': 2.0897, 'white': 2.0879}"
151632,"{'favorite': 2.0787, 'order': 2.0786, 'carry': 2.0777, 'amazon': 2.0686, 'sad': 2.0611, 'good': 1.0435}"
44123,"{'flavor': 2.1241, 'new': 2.0795, 'great': 1.0677, 'senseo': 1.0671}"
11950,"{'healthy': 2.0798, 'score': 2.0617, 'good': 1.0445}"
49029,"{'dog': 4.1174, 'treat': 4.1172, 'ball': 3.087, 'raw': 3.0867}"
56965,"{'order': 2.0863, 'easy': 2.0856, 'coffee': 2.0847, 'surprise': 2.0637, 'make': 1.0453, 'amazon': 1.0452}"
183085,"{'treat': 4.1596, 'easily': 2.0825, 'would': 2.0814, 'stick': 2.0801, 'end': 2.0797, 'everlasting': 2.0774, 'ball': 2.0754}"
79071,"{'jerky': 7.2204, 'taste': 3.104, 'bit': 2.0647, 'may': 2.0637, 'beef': 2.0619}"
131471,"{'dog': 5.1601, 'innova': 4.123, 'food': 3.097, 'sell': 2.0656, 'itch': 2.0654}"
525833,"{'like': 5.1577, 'three': 3.0902, 'peanut': 3.0888, 'cereal': 3.0857, 'get': 2.0628, 'time': 2.0616, 'would': 2.0616}"
372955,"{'really': 2.073, 'try': 1.0557}"
373478,"{'jalapeno': 4.1462, 'flavor': 2.0762, 'unit': 2.0738}"
163856,"{'peanut': 3.1305, 'butter': 3.128, 'like': 3.1201, 'taste': 1.0562, 'find': 1.0503}"
415438,"{'sweet': 3.0918, 'fruit': 3.0915, 'flavor': 2.0636}"
316757,"{'enjoy': 3.101, 'crisp': 3.0899, 'taste': 2.0776, 'get': 2.0708, 'fruit': 2.0679}"
187517,"{'pill': 6.188, 'time': 3.0991, 'maybe': 3.0963, 'pocket': 3.0962}"
368407,{'love': 2.0806}
278427,"{'like': 2.12, 'coffee': 1.1091}"
295362,"{'get': 4.1345, 'product': 2.0807, 'one': 2.0784}"
408295,"{'food': 4.1195, 'girl': 3.0889, 'two': 3.0832}"
132511,"{'dry': 3.1016, 'good': 2.072, 'apple': 2.0688}"
15561,"{'price': 2.1973, 'foster': 1.1996, 'dr': 1.1996, 'smith': 1.0868}"
510609,"{'flavor': 2.1082, 'chai': 2.1061, 'admittedly': 2.0726, 'rich': 1.0558, 'spice': 1.0555, 'milk': 1.0551}"
299617,"{'quantity': 2.0852, 'like': 1.0806}"
24021,{'never': 2.0897}
138553,"{'little': 2.0897, 'taste': 1.0866}"
535038,"{'bag': 4.1679, 'say': 2.0865}"
239937,"{'first': 2.082, 'find': 1.0678}"
77536,"{'tuna': 2.1445, 'great': 2.0906}"
551177,"{'pasta': 3.1555, 'spinach': 2.1117, 'try': 2.0783}"
303562,"{'paste': 2.087, 'tomato': 2.0845, 'buy': 2.0765, 'tube': 2.0647, 'taste': 1.0556}"
196312,"{'slice': 2.0331, 'love': 2.0281, 'order': 2.0085, 'move': 2.0078, 'pack': 2.0077}"
288933,{'happy': 3.113}
226559,"{'peanut': 2.1184, 'butter': 2.1184, 'love': 2.0806}"
178660,"{'best': 2.0811, 'plus': 1.0661}"
555483,"{'year': 3.1299, 'product': 3.1236}"
65532,"{'container': 2.0745, 'would': 2.0732}"
557297,"{'grocery': 2.1099, 'light': 2.0771, 'find': 1.0627, 'family': 1.0622}"
327755,"{'taste': 4.1243, 'buy': 3.0834, 'like': 2.0685}"
525283,"{'milk': 9.1935, 'coconut': 8.1668, 'go': 3.0685, 'oz': 3.064, 'bit': 2.0458, 'best': 2.0456}"
160875,"{'caviar': 4.1482, 'taste': 2.1036}"
255318,"{'think': 3.1135, 'amazon': 2.079, 'try': 1.0523}"
187253,"{'candy': 4.139, 'bar': 3.1183, 'safe': 2.0853}"
135542,{'yeast': 7.1872}
109430,"{'go': 3.0546, 'say': 2.0357}"
48385,"{'flavor': 5.1554, 'great': 4.125, 'bar': 3.0917, 'without': 3.0914}"
220206,"{'worth': 2.0967, 'cheap': 2.0965}"
50014,{'love': 2.0957}
389015,{'gift': 2.1009}
52415,"{'really': 2.0916, 'anything': 1.0772}"
476891,"{'pb2': 4.1421, 'butter': 3.1053}"
192866,"{'aspartame': 6.1721, 'even': 4.1156}"
458084,"{'tea': 5.1808, 'say': 3.099}"
56850,{'dog': 3.1056}
236895,"{'box': 3.1122, 'well': 2.076, 'easy': 2.0753}"
224619,"{'chocolate': 2.1372, 'mercedes': 2.0849, 'flavor': 1.0742}"
204947,"{'order': 2.0723, 'pack': 1.0649}"
36056,"{'dough': 3.0998, 'bread': 2.0675}"
191698,"{'already': 2.0974, 'taste': 1.097}"
464770,"{'coffee': 4.1546, 'pod': 2.0818}"
219399,"{'taste': 2.1115, 'base': 2.0727, 'try': 1.059, 'use': 1.0566, 'coffee': 1.0562}"
349466,"{'work': 2.074, 'asin': 2.0572}"
410706,"{'spam': 2.0762, 'time': 1.0619}"
232399,"{'potato': 5.1459, 'try': 3.0921, 'variety': 3.0883, 'load': 3.0873}"
101716,"{'verona': 2.1094, 'like': 2.0829}"
295870,{'top': 2.1498}
206281,"{'daughter': 2.0757, 'smell': 2.0751, 'earth': 2.0734, 'best': 2.0728, 'buy': 2.0615}"
268311,"{'flavor': 4.1255, 'product': 3.1, 'protein': 3.0936, 'kid': 3.0857}"
335962,"{'grind': 3.1101, 'whole': 3.1074, 'wonderful': 3.0908}"
130933,{'flavor': 2.1058}
159556,"{'olive': 3.1103, 'cornicabra': 2.0756, 'full': 2.0755, 'buttery': 2.0738, 'creamy': 2.0738}"
17015,"{'come': 2.0944, 'definitely': 2.0938, 'like': 2.0766, 'taste': 1.0584}"
371491,{'dog': 5.1485}
291338,"{'nan': 4.1275, 'place': 3.0996, 'find': 2.0699, 'go': 2.0693}"
482803,{'one': 2.1108}
337714,"{'kitten': 3.1022, 'amazon': 3.1012}"
147526,"{'cup': 5.1528, 'taste': 3.1027, 'way': 3.0935}"
542088,"{'spout': 3.1043, 'find': 2.072, 'oil': 2.0711, 'put': 2.0701, 'pour': 2.0697}"
194706,"{'cream': 5.1505, 'willpowder': 4.1201, 'peak': 4.1183}"
248316,"{'flaxseed': 5.1576, 'buy': 5.1519}"
34017,{'taste': 2.11}
89093,"{'peanut': 3.1367, 'like': 2.1035, 'taste': 2.0979}"
367490,"{'coffee': 2.1106, 'great': 2.0762}"
518827,{'gumball': 3.1154}
239110,{'maple': 2.111}
321602,"{'dog': 4.2049, 'problem': 2.1014}"
106560,"{'one': 3.1076, 'container': 2.0745, 'packet': 2.0726, 'receive': 2.0597, 'good': 1.0413}"
198186,{'coffee': 16.4144}
402075,"{'quinoa': 2.0778, 'almost': 2.062, 'get': 1.0429, 'great': 1.0423}"
373407,"{'tea': 8.2303, 'cup': 6.1702, 'machine': 4.1147}"
415551,"{'dog': 2.0716, 'like': 1.0609, 'love': 1.0561}"
58434,{'year': 2.113}
498588,{'buy': 2.0998}
353943,"{'mintsnhave': 2.0925, 'great': 1.0834}"
11537,"{'pleased': 3.1167, 'taste': 2.1074}"
203589,"{'spenda': 8.2231, 'product': 6.1727, 'get': 4.116, 'well': 4.1134, 'packet': 4.1132, 'regular': 4.1127}"
283947,"{'sour': 2.1188, 'use': 2.0835, 'lemon': 1.0675, 'stuffed': 1.0674, 'cabbage': 1.0666}"
191688,{'think': 2.1129}
134506,"{'great': 3.1494, 'pill': 2.1291, 'first': 1.0702}"
283564,"{'win': 3.0887, 'go': 2.0722, 'love': 2.0722}"
212436,"{'get': 2.0667, 'keep': 2.0648, 'good': 2.0639, 'chip': 2.0614}"
246983,{'walnut': 3.0977}
182162,"{'pack': 3.1049, 'one': 2.0716, 'sometimes': 2.071, 'egg': 2.0707, 'use': 2.0704}"
150735,"{'chai': 4.1832, 'would': 2.0685}"
485082,"{'starbucks': 3.1487, 'coffee': 2.1336}"
204295,"{'long': 2.0751, 'taste': 1.0669, 'find': 1.0596}"
162809,"{'new': 3.1007, 'well': 2.0837, 'mix': 2.0827}"
438047,"{'cake': 3.1275, 'soon': 2.0641, 'good': 1.0495, 'try': 1.0492}"
279965,"{'sweden': 2.0762, 'like': 1.0677, 'taste': 1.0661, 'eat': 1.0617}"
39794,{'wow': 2.0852}
314623,"{'excellent': 2.0737, 'taste': 1.0652}"
85987,"{'jalapeno': 3.1275, 'saw': 2.0887}"
160951,"{'use': 3.1736, 'flavor': 1.0839, 'get': 1.0838}"
218673,"{'tea': 4.1793, 'make': 3.1322, 'find': 2.0969, 'like': 2.0953, 'able': 2.0676}"
521944,"{'good': 2.0822, 'make': 2.081, 'way': 2.0794}"
241570,"{'formula': 6.1773, 'day': 3.0918}"
268174,"{'candy': 4.1574, 'chocolate': 2.0824}"
83275,"{'coffee': 5.1777, 'love': 5.1594, 'sure': 2.0746, 'one': 2.0723}"
435943,"{'soup': 6.2148, 'butternut': 3.113, 'squash': 3.1108, 'ever': 2.0794, 'taste': 1.0496}"
88148,"{'like': 2.0811, 'flavor': 1.0579}"
326046,{'tea': 4.1612}
389593,"{'would': 3.1255, 'try': 2.1084}"
95453,"{'use': 2.0873, 'hot': 2.0838}"
30039,{'awesome': 2.0853}
478809,"{'come': 2.0802, 'bottle': 2.0779}"
289421,"{'chew': 2.0693, 'take': 2.0692, 'get': 2.0689}"
316751,"{'like': 3.1147, 'food': 2.0739, 'cookie': 2.0702}"
169676,"{'pound': 2.0834, 'none': 2.0661, 'get': 1.0485}"
29627,"{'kernals': 3.1035, 'product': 2.0775, 'half': 2.0709, 'remain': 2.0703, 'unpopped': 2.0688}"
460245,"{'teas': 3.0992, 'zinger': 3.099}"
399317,"{'sauce': 4.1439, 'fry': 2.0862, 'bit': 1.0455, 'almost': 1.0449, 'pepper': 1.0447}"
562979,"{'cookie': 5.1507, 'product': 4.1286, 'soft': 4.121}"
338931,"{'go': 4.1364, 'trap': 3.101}"
241010,"{'like': 2.0959, 'family': 2.065, 'get': 1.0482, 'good': 1.048}"
566895,"{'taste': 2.0933, 'flavor': 2.0859, 'red': 2.0854}"
53288,"{'dr': 3.1033, 'zevia': 3.1025}"
374734,"{'change': 2.0929, 'one': 1.0828, 'cover': 1.0822}"
208248,"{'daughter': 3.1106, 'go': 2.0919}"
563804,{'love': 3.1563}
125514,"{'pleased': 2.1359, 'tea': 1.1432}"
35384,"{'taste': 3.113, 'like': 3.1126}"
96578,"{'like': 3.1239, 'pancake': 2.097}"
479131,{'mix': 2.0931}
211344,"{'box': 2.0798, 'mother': 2.0616, 'love': 1.0432, 'get': 1.043}"
240772,"{'cholesterol': 3.104, 'cause': 2.0709, 'drug': 2.0694, 'damage': 2.0689}"
455707,{'salad': 2.1342}
568223,"{'box': 2.0979, 'chocolate': 1.0892}"
331300,"{'amazon': 2.1707, 'satisfied': 2.107}"
38306,"{'order': 4.147, 'product': 2.0924}"
188698,{'jamaican': 4.1732}
75785,{'drink': 8.2178}
59501,{'make': 2.0994}
55511,"{'like': 4.1298, 'would': 3.0934}"
46696,"{'taste': 3.1341, 'like': 3.1286, 'roast': 2.0833, 'pro': 2.066, 'price': 1.0488}"
29221,"{'easy': 2.089, 'make': 1.0792}"
273277,"{'perfect': 2.098, 'ale': 2.0909, 'ginger': 2.0876}"
549102,{'good': 2.1245}
418781,"{'coffee': 4.1317, 'grocery': 4.1263, 'store': 4.1216, 'product': 2.0731, 'seal': 2.0663}"
1130,{'salsa': 3.1055}
505306,"{'definitely': 2.1128, 'constantly': 2.0754}"
397097,"{'cat': 3.1014, 'go': 2.0687}"
318234,"{'protein': 10.2872, 'powder': 6.1728}"
295622,"{'tea': 3.1149, 'green': 3.1073, 'jasmine': 3.1052, 'silver': 2.0741}"
395177,{'buy': 2.0681}
302298,{'love': 2.1387}
86668,"{'wipe': 4.1294, 'bite': 3.1005}"
265214,"{'would': 2.0877, 'really': 2.0672}"
448945,"{'snack': 3.1128, 'need': 2.0817, 'carbs': 2.0809}"
409408,"{'taste': 2.0694, 'like': 2.0677, 'bag': 2.0624, 'black': 2.0617}"
529037,"{'paste': 2.0869, 'chop': 2.0841, 'use': 2.0673, 'little': 1.0471}"
357353,"{'find': 3.1175, 'sugar': 3.1146}"
289205,"{'make': 2.1164, 'everyone': 2.1083}"
200646,"{'flavor': 2.0906, 'think': 2.0898}"
135166,"{'find': 2.1128, 'first': 2.081, 'tea': 1.0667, 'buy': 1.0646, 'mountain': 1.064}"
287270,"{'great': 2.1379, 'soup': 2.0863}"
318159,"{'take': 2.0755, 'product': 1.0643, 'review': 1.0592, 'appetite': 1.0588}"
391779,"{'great': 5.1564, 'price': 3.1001, 'get': 2.0694, 'coffee': 2.0691, 'work': 2.0681, 'receive': 2.068}"
274210,"{'like': 7.2314, 'coffee': 5.1693, 'milk': 3.1046}"
91034,"{'tea': 9.2606, 'throat': 4.1164, 'sing': 3.0877, 'karaoke': 3.0865, 'yogi': 3.081, 'slippery': 2.059}"
99898,"{'funnel': 5.137, 'cake': 5.137, 'ring': 3.0862}"
524798,"{'great': 2.0732, 'taste': 1.0628, 'love': 1.0561, 'ought': 1.0537, 'grocery': 1.0534, 'store': 1.0534}"
553717,"{'wish': 2.0802, 'try': 1.0683, 'great': 1.0663, 'mess': 1.0658}"
317662,"{'chai': 2.1662, 'drink': 2.1061, 'product': 1.1065}"
283082,"{'well': 3.1472, 'taste': 1.0768, 'product': 1.0749, 'nicely': 1.0706, 'also': 1.0705, 'market': 1.0691, 'think': 1.0681}"
185741,"{'love': 4.1881, 'give': 1.0785, 'need': 1.0777}"
365759,"{'log': 4.1417, 'cost': 3.1039}"
294159,"{'morning': 2.1414, 'pack': 2.128, 'love': 2.0901, 'milk': 1.0772}"
4348,"{'make': 3.1194, 'cup': 2.0998, 'even': 2.0969}"
221081,"{'year': 2.0728, 'love': 1.057}"
325497,"{'yamamotoyama': 2.0852, 'taste': 1.0804, 'anything': 1.0728}"
102584,"{'eat': 2.0896, 'cheap': 1.0771}"
418730,{'love': 3.1401}
304886,"{'love': 2.0909, 'find': 1.079, 'clamor': 1.0769}"
290131,"{'food': 3.1297, 'dog': 2.0901, 'feed': 2.065}"
284684,"{'cat': 3.1114, 'angel': 3.0984, 'paddy': 2.0778, 'clean': 2.0761}"
263268,"{'right': 2.1479, 'go': 2.0936}"
4217,"{'pancake': 2.1085, 'banana': 2.074, 'taste': 1.0667, 'try': 1.0644}"
222203,"{'little': 2.1177, 'daughter': 2.0791, 'taste': 1.0719, 'food': 1.065}"
23049,"{'coffee': 3.1208, 'heartburn': 3.1079, 'love': 2.0839}"
300296,"{'follow': 2.0763, 'taste': 1.0684, 'really': 1.0637}"
423591,"{'ham': 4.1158, 'home': 3.0862, 'taste': 2.0691}"
30197,{'zoji': 3.1105}
407486,"{'litter': 9.2318, 'box': 5.1309, 'clean': 5.1299, 'use': 4.1062}"
28542,"{'water': 3.1389, 'destiny': 3.1255, 'really': 2.1084}"
21879,"{'product': 3.1088, 'one': 2.0835}"
391528,"{'really': 3.1468, 'good': 2.1504}"
64212,"{'piece': 4.1905, 'house': 2.1026, 'probably': 2.0964, 'gingerbread': 2.0723}"
514835,"{'flavor': 7.2168, 'gum': 7.21, 'minute': 4.1238, 'time': 3.0964, 'taste': 2.0733}"
28553,{'tea': 2.0933}
503413,"{'buy': 3.1001, 'black': 2.0801, 'olive': 2.08, 'nicoise': 2.076, 'taste': 1.0502}"
427026,{'much': 2.0935}
286680,"{'granola': 3.1353, 'box': 3.1242}"
113858,"{'receive': 2.1112, 'love': 1.1083}"
188408,"{'product': 2.0802, 'like': 1.0642}"
454555,"{'curd': 2.1, 'something': 2.0976, 'orange': 2.0934, 'fan': 2.069}"
161602,"{'chili': 2.0943, 'good': 2.0931, 'think': 2.0658, 'use': 1.0541}"
121027,{'candy': 2.0778}
238177,"{'spicy': 3.0952, 'sure': 2.0748}"
247623,"{'coffee': 3.1345, 'much': 2.0681}"
331052,"{'excellent': 2.0854, 'service': 1.0727, 'shipment': 1.0726, 'fast': 1.0718, 'availabilty': 1.0716, 'grocery': 1.0713}"
453836,"{'free': 5.1501, 'gluten': 5.1499, 'rice': 4.1207, 'flour': 3.0907, 'gritty': 3.0902, 'make': 2.0645}"
103364,"{'jim': 4.1341, 'slim': 4.1338, 'taste': 2.08, 'like': 2.0761}"
198378,"{'candy': 3.1197, 'taste': 2.0882}"
495785,{'love': 2.0824}
406851,"{'love': 4.134, 'one': 2.081}"
38692,"{'follow': 2.0925, 'flavor': 1.0847}"
91416,"{'like': 4.1602, 'taste': 2.0856}"
69146,"{'pie': 5.1545, 'cherry': 5.154, 'bar': 4.1253, 'larabar': 4.1166, 'make': 2.0666}"
272896,"{'tea': 3.1656, 'typhoo': 2.0762}"
541059,"{'stick': 2.0784, 'like': 1.0709}"
525304,"{'bit': 4.1088, 'get': 3.088, 'fine': 2.0581, 'product': 1.0366, 'use': 1.0326}"
129152,"{'like': 3.1441, 'love': 2.0959, 'dog': 2.0912}"
412210,"{'calorie': 5.1445, 'make': 4.1199, 'simply': 3.0914, 'mix': 3.0903, 'per': 3.09}"
133338,"{'coffee': 13.3467, 'taste': 8.2211, 'vanilla': 6.1596, 'brew': 5.1344}"
557726,"{'good': 2.0828, 'like': 2.0771}"
162058,"{'dog': 3.1053, 'product': 1.0496}"
540578,"{'try': 2.0829, 'coffee': 2.081, 'keurig': 2.0789, 'excellent': 2.0614, 'good': 1.0439, 'great': 1.0425}"
89668,"{'seem': 2.1235, 'dog': 2.0812}"
331265,"{'excellent': 2.1112, 'great': 1.1092, 'low': 1.1071}"
426696,{'coffee': 2.167}
381561,"{'product': 2.1028, 'another': 2.0691}"
82702,{'time': 3.1005}
442604,"{'coconut': 7.1917, 'one': 3.0862}"
202485,"{'order': 2.072, 'would': 1.0546, 'get': 1.0544, 'still': 1.0542}"
281969,"{'sauce': 3.105, 'order': 2.0711}"
418985,"{'price': 2.0862, 'flavor': 1.0752}"
193949,"{'minute': 2.098, 'make': 2.0978, 'cook': 2.0961, 'careful': 2.0685, 'product': 1.0572}"
129565,"{'soup': 3.1088, 'chicken': 3.1067, 'best': 3.0967}"
6466,"{'love': 4.1396, 'whole': 2.0925, 'big': 2.0924, 'bar': 2.091, 'cookie': 2.0898}"
215790,"{'get': 2.095, 'good': 1.0857, 'time': 1.0851, 'well': 1.0824, 'product': 1.082}"
68108,"{'wonderful': 2.0826, 'tea': 2.074, 'delicious': 2.0641, 'time': 1.0463}"
499099,"{'fit': 3.1373, 'drawer': 2.1004}"
546420,"{'gooood': 2.0972, 'mouth': 1.0887, 'chocolaty': 1.0884}"
521945,"{'favorite': 2.0929, 'like': 1.0901}"
269718,{'pod': 3.1262}
68060,"{'cup': 3.128, 'ice': 3.1215, 'cream': 3.1095}"
506322,"{'really': 3.167, 'flavor': 1.0851, 'buy': 1.0831}"
201808,"{'chicken': 2.1066, 'use': 2.1051, 'wife': 2.0734, 'find': 1.0583}"
103913,"{'bottom': 5.1537, 'container': 4.1226, 'product': 4.1222, 'like': 2.0706}"
124092,{'coffee': 3.1089}
206318,{'soda': 5.1329}
515761,{'order': 5.1694}
319750,{'cherry': 4.1617}
125064,"{'coffee': 4.1258, 'disc': 3.0944, 'discs': 3.0936, 'great': 2.0659}"
426383,"{'find': 3.1087, 'great': 2.0906, 'crunchy': 2.0883, 'snack': 2.0842}"
265554,"{'order': 4.1506, 'return': 2.0788}"
58786,"{'curl': 3.1225, 'good': 2.0954}"
107733,"{'dog': 2.0983, 'always': 2.0703}"
284087,"{'food': 3.1084, 'baby': 3.1074, 'easy': 3.1042, 'travel': 2.0718, 'perfect': 2.0717}"
548192,"{'candy': 7.2, 'would': 4.1189}"
278494,"{'order': 2.0768, 'twice': 2.0762, 'wrong': 2.0757, 'try': 2.0645, 'product': 1.0462, 'good': 1.0434}"
160027,"{'flavor': 2.0874, 'good': 2.0865, 'say': 2.0831, 'gum': 2.0638}"
522390,"{'make': 3.0937, 'use': 2.072, 'also': 2.0707, 'organic': 2.07}"
290875,{'bottle': 2.0871}
361339,"{'think': 2.077, 'product': 1.0658}"
313476,"{'yuck': 2.0852, 'taste': 1.0804}"
563068,"{'cookie': 4.1307, 'give': 3.0968, 'pack': 3.0965, 'like': 2.0742, 'eat': 2.0674}"
123046,"{'chocolate': 3.1281, 'end': 2.082, 'many': 2.0642}"
296829,"{'coffee': 10.2737, 'cup': 7.1903, 'taste': 5.1449, 'brew': 5.1383}"
179610,"{'cooky': 5.1443, 'product': 3.0937, 'health': 3.0882, 'cost': 3.0876, 'sugar': 3.0859, 'package': 2.0594, 'price': 2.0594}"
293302,"{'cooky': 3.1312, 'without': 2.0874, 'kid': 2.0646}"
542985,"{'cake': 2.1213, 'use': 2.0953, 'make': 1.0838, 'great': 1.0836}"
185253,"{'receive': 2.0889, 'buy': 1.0775}"
306629,"{'dont': 3.1267, 'soup': 2.1104}"
60449,"{'bottle': 3.1186, 'way': 2.0975}"
368221,"{'bag': 3.1603, 'poop': 3.1214, 'use': 1.0662}"
288733,{'product': 2.0837}
274442,"{'stuff': 2.0982, 'get': 1.0909, 'flavor': 1.09, 'vanilla': 1.0886, 'anything': 1.0876, 'ahead': 1.0869}"
445827,"{'sauce': 20.5551, 'hot': 11.3051, 'tabasco': 8.2192, 'food': 4.1149}"
122861,"{'bread': 2.1536, 'love': 2.0957, 'dense': 1.0831}"
397163,"{'like': 3.1107, 'quinoa': 3.1028, 'eat': 3.1017, 'product': 2.0762}"
88001,"{'best': 3.1268, 'dog': 2.1053}"
74615,{'surprised': 2.0748}
393346,"{'coffee': 2.0939, 'one': 2.0791}"
92129,"{'tea': 2.0693, 'get': 1.051}"
25794,"{'wrap': 4.1281, 'make': 3.0983}"
100890,"{'remove': 2.0783, 'residue': 2.0765, 'let': 2.0617}"
374665,{'become': 2.0784}
409081,"{'guess': 2.0774, 'crave': 2.0609}"
156083,"{'cayenne': 4.1574, 'heat': 2.0857, 'frontier': 2.0637}"
342751,"{'vanilla': 4.138, 'make': 3.1055, 'bean': 3.1048, 'use': 2.0747, 'order': 2.0735}"
512300,"{'soup': 2.0753, 'food': 1.0596}"
425028,"{'cheese': 3.1124, 'get': 2.0775, 'add': 2.0752}"
